,kdeğer,yerli,yabancı_g,yabancı_ç,yıl,sınıf,sınıf2
TUR_97T98,1.0,0.0,0.0,0.0,2016,5,hizm
TUR_01T02,0.4948798014215564,0.4224899274161898,0.08263052115196137,0.05301638921357818,2017,2,tarım
TUR_03,0.6048843448431734,0.3243974502291422,0.07071819849506428,0.08469331076304362,2017,2,tarım
TUR_05T06,0.3752744325681712,0.47448383149384493,0.15024173427811588,0.2751231818396083,2017,3,maden
TUR_07T08,0.6141764684706678,0.28089569979924867,0.10492782981779913,0.0981198271986163,2017,3,maden
TUR_09,0.13000712729621824,0.7167599180084894,0.1532329626993759,0.004309497371211139,2017,3,maden
TUR_10T12,0.2653354849434038,0.6673840971834342,0.06728076029087647,0.09752175837607224,2017,1,imalat
TUR_13T15,0.3490002590691145,0.5447193539335716,0.10628041479578677,0.28354888472871254,2017,1,imalat
TUR_16,0.30279034632893975,0.5573483377178183,0.13986132136438884,0.09647834815740332,2017,1,imalat
TUR_17T18,0.3321637988174549,0.5126364049027609,0.15519979715947066,0.10262757603404482,2017,1,imalat
TUR_19,0.14121410324179928,0.2621671435479646,0.596618754161502,0.23333347160254808,2017,1,imalat
TUR_20,0.3694632338129062,0.38715764392581564,0.24337912531930836,0.2137139882384011,2017,1,imalat
TUR_21,0.39109950412000893,0.43997840221351575,0.16892209514326306,0.13774224356099024,2017,1,imalat
TUR_22,0.3289321304061341,0.4424889677033279,0.2285789113173427,0.21912140840900954,2017,1,imalat
TUR_23,0.38203056303022515,0.5198206157674937,0.09814881992582888,0.12062551339461067,2017,1,imalat
TUR_24,0.269207817822228,0.5794099026117615,0.15138227888468714,0.3567898398875584,2017,1,imalat
TUR_25,0.42849370539864623,0.41336954828582656,0.15813674579272693,0.22412396196418105,2017,1,imalat
TUR_26,0.42301449218496934,0.3158222732874087,0.2611632292269008,0.43783227174200634,2017,1,imalat
TUR_27,0.2374087373265512,0.5212603963496567,0.24133086622988498,0.3626625589534301,2017,1,imalat
TUR_28,0.374203974389434,0.42720011463401664,0.19859591102995175,0.33738639511870405,2017,1,imalat
TUR_29,0.30503925750359784,0.42142651136434234,0.27353423035320684,0.6728992661091919,2017,1,imalat
TUR_30,0.7154007902747832,0.18756336158422274,0.097035838103845,0.36597026322177517,2017,1,imalat
TUR_31T33,0.4039191439841873,0.4575856174975508,0.1384952398236587,0.14131437059355484,2017,1,imalat
TUR_35,0.15900699600597007,0.7415618353496278,0.09943116929776366,0.005101286099504638,2017,4,ins_en_ç
TUR_36T39,0.5199877924412442,0.432654302808234,0.04735790468631299,0.0061915156657589236,2017,4,ins_en_ç
TUR_41T43,0.44127437585936535,0.4755076031326076,0.08321802162421588,0.00781625473352244,2017,4,ins_en_ç
TUR_45T47,0.6466970968938691,0.3139739603598253,0.03932894588640963,0.14259347935200758,2017,5,hizm
TUR_49,0.49639339210776795,0.4129784935569018,0.09062811437583439,0.08461823093591492,2017,5,hizm
TUR_50,0.4204758779486676,0.4443551943183634,0.13516892367038685,0.25920479476315833,2017,5,hizm
TUR_51,0.37357004459668847,0.42899850569905473,0.1974314502679604,0.8509423438337814,2017,5,hizm
TUR_52,0.7641604969528445,0.1993229837100786,0.0365165175659721,0.2046973802493753,2017,5,hizm
TUR_53,0.4806422763453969,0.4641287116131898,0.05522901373835005,0.05713265147299865,2017,5,hizm
TUR_55T56,0.5127758850226211,0.45069971794160046,0.036524434972379484,0.1579971029383007,2017,5,hizm
TUR_58T60,0.5054085897387766,0.44704619250138433,0.04754521763839052,0.039668635601591784,2017,5,hizm
TUR_61,0.4890437485122105,0.4777860245650365,0.03317022662991305,0.026085793079710616,2017,5,hizm
TUR_62T63,0.9014975096088884,0.08359736999349414,0.01490511897004981,0.025378112067979488,2017,5,hizm
TUR_64T66,0.6929939017227605,0.2675920666406067,0.039414031509211404,0.06458842808676253,2017,5,hizm
TUR_68,0.674866766374869,0.28090477365251426,0.04422846072145197,0.02157258907099411,2017,5,hizm
TUR_69T75,0.6319081559390548,0.3382186925953621,0.029873153694494472,0.017526907448605713,2017,5,hizm
TUR_77T82,0.7378487481214302,0.24273008819353803,0.01942116594868988,0.03314633345555271,2017,5,hizm
TUR_84,0.6111335239938147,0.3489465039466339,0.039919986062139506,0.008778735071115644,2017,5,hizm
TUR_85,0.8756764356944188,0.1145276344501909,0.009795931034525487,0.011147482088872044,2017,5,hizm
TUR_86T88,0.5331549362736376,0.4109098625642841,0.05593520270739484,0.007776879992948774,2017,5,hizm
TUR_90T93,0.5858803755126533,0.38868124756402617,0.025438379779667827,0.1690737338598884,2017,5,hizm
TUR_94T96,0.49229564803228204,0.4305906549421497,0.0771136965438867,0.02442108444420775,2017,5,hizm
TUR_97T98,1.0,0.0,0.0,0.0,2017,5,hizm
TUR_01T02,0.4707655720648335,0.43844943863797237,0.090784989221347,0.06525650559351318,2018,2,tarım
TUR_03,0.5751067714716768,0.34526759662793294,0.07962563081283566,0.10403604714476299,2018,2,tarım
TUR_05T06,0.4581948529591308,0.39841515735468214,0.14338998721086357,0.33916742890885726,2018,3,maden
TUR_07T08,0.6340720430460477,0.25823780244898825,0.10769015299465802,0.12125503281464498,2018,3,maden
TUR_09,0.6675339519513936,0.27279529094424027,0.05967075710436607,0.0058035561875952445,2018,3,maden
TUR_10T12,0.2616914034433055,0.6688748422024292,0.0694337540014132,0.1196684826777863,2018,1,imalat
TUR_13T15,0.37414705307828106,0.517464978589816,0.10838796791920718,0.34885357952350193,2018,1,imalat
TUR_16,0.32396323347672773,0.534009911769779,0.14202685300722773,0.11692920138685639,2018,1,imalat
TUR_17T18,0.3832323200328744,0.4688340770962166,0.1479336027968063,0.12529547166316413,2018,1,imalat
TUR_19,0.1531176847713724,0.21835595182636883,0.628526363166073,0.28618388655586974,2018,1,imalat
TUR_20,0.4261674047433603,0.34178924726992843,0.23204334818629038,0.26213394898774645,2018,1,imalat
TUR_21,0.40399969742765335,0.42619994625157015,0.16980035447105796,0.16596919829880802,2018,1,imalat
TUR_22,0.3454606381011834,0.4185126885561845,0.2360266718929296,0.2677434819015284,2018,1,imalat
TUR_23,0.3744682355866882,0.5172429951742449,0.10828876812441487,0.14797057565518443,2018,1,imalat
TUR_24,0.32013818449601783,0.5362628703188822,0.14359894471399395,0.3988220582059446,2018,1,imalat
TUR_25,0.44932256750633964,0.3959654586254408,0.15471197464839276,0.2772619518253454,2018,1,imalat
TUR_26,0.5812823433418867,0.22334789127388505,0.1953697651713578,0.471006556023265,2018,1,imalat
TUR_27,0.2526190985778132,0.48371768585554564,0.2636632152050503,0.44694062506177185,2018,1,imalat
TUR_28,0.40020682705893296,0.4149197278042335,0.18487344478528805,0.42201819375044103,2018,1,imalat
TUR_29,0.32940957294981,0.4108843736770396,0.2597060542581846,0.6939908281411746,2018,1,imalat
TUR_30,0.7678548285284865,0.1512413850196417,0.08090378176198261,0.38633769321882017,2018,1,imalat
TUR_31T33,0.415676619339205,0.44874799953755884,0.13557538131693006,0.16748654452892267,2018,1,imalat
TUR_35,0.1766897858244372,0.705340795057468,0.11796941864056891,0.006286059717882257,2018,4,ins_en_ç
TUR_36T39,0.4801149537825247,0.46383328402281687,0.056051763395902475,0.007237064441694557,2018,4,ins_en_ç
TUR_41T43,0.36903666638305943,0.5370778848859363,0.09388544867720314,0.009372640980022053,2018,4,ins_en_ç
TUR_45T47,0.6608887386013937,0.2991877620749549,0.03992349934465794,0.1689638315841125,2018,5,hizm
TUR_49,0.4417971984660829,0.45069676724034957,0.1075060346506074,0.09993191959212422,2018,5,hizm
TUR_50,0.6015326818568578,0.31427418832490683,0.08419312801203165,0.2957536376978485,2018,5,hizm
TUR_51,0.5398702901805581,0.3107316652511788,0.14939804223401823,0.8816092749544476,2018,5,hizm
TUR_52,0.761582931717223,0.20321417027772706,0.035202898116758495,0.20869835261225275,2018,5,hizm
TUR_53,0.5053148250528842,0.4389064664630934,0.055778713784106565,0.07409100523172567,2018,5,hizm
TUR_55T56,0.5862004347298035,0.3832668163558823,0.0305327493569734,0.18831885931797937,2018,5,hizm
TUR_58T60,0.453035768408377,0.49420646376626076,0.05275776729077554,0.0500991799109863,2018,5,hizm
TUR_61,0.44908030587459813,0.5149619328955319,0.03595776122986983,0.03145063395607259,2018,5,hizm
TUR_62T63,0.9010949218482492,0.08385262928363675,0.015052446591789394,0.01984424638563719,2018,5,hizm
TUR_64T66,0.6448501295958311,0.311089717149825,0.044060153254343905,0.07642494801269896,2018,5,hizm
TUR_68,0.6373799656286,0.3096080197370848,0.053012014720477244,0.026983596471599643,2018,5,hizm
TUR_69T75,0.5978496795589847,0.36761214609249426,0.034538174591290056,0.02137641403805662,2018,5,hizm
TUR_77T82,0.680413961213888,0.28543912686198725,0.034146911716365656,0.042709479790950175,2018,5,hizm
TUR_84,0.6789274283836982,0.2854735363370513,0.0355990350590005,0.009973301810535545,2018,5,hizm
TUR_85,0.8827096756152922,0.10754645736438394,0.009743866220674333,0.01315248915399521,2018,5,hizm
TUR_86T88,0.542468748423386,0.4024971771106115,0.05503407432224418,0.009226356649514595,2018,5,hizm
TUR_90T93,0.588025861548698,0.3856695871539873,0.02630454943142699,0.21322708705088042,2018,5,hizm
TUR_94T96,0.4825369624814491,0.4344795034815004,0.08298353291265577,0.02912597641544587,2018,5,hizm
TUR_97T98,1.0,0.0,0.0,0.0,2018,5,hizm
